"野村日本株高配当SMART50 日次指数値"
※  2008年1月31日 = 10000
,円ベース,
年月日,配当除く,配当含む
20240404,29460.47,57102.95
20240405,29301.29,56794.40
20240408,29589.91,57353.85
20240409,29800.57,57762.16
20240410,29641.15,57453.15
20240411,29873.22,57902.98
20240412,29917.53,57988.86
20240415,29939.82,58032.07
20240416,29139.32,56480.47
20240417,28679.83,55589.85
20240418,28874.67,55967.49
20240419,28603.67,55442.22
20240422,29043.22,56294.20
20240423,29123.58,56449.96
20240424,29484.98,57150.45
20240425,28907.78,56031.67
20240426,29111.30,56426.16
20240430,29823.47,57821.33
20240501,29447.41,57092.23
20240502,29495.60,57185.65
20240507,29650.45,57485.88
20240508,29324.48,56853.90
20240509,29493.06,57180.73
20240510,30127.97,58411.70
20240513,29909.27,57987.68
20240514,29985.47,58135.42
20240515,30009.11,58181.25
20240516,29840.72,57854.78
20240517,29893.82,57957.72
20240520,30259.85,58667.38
20240521,30199.71,58550.77
20240522,29917.87,58004.34
20240523,30050.17,58260.85
20240524,30028.09,58218.04
20240527,30451.63,59039.19
20240528,30604.16,59334.92
20240529,30306.59,58757.99
20240530,30136.27,58427.78
20240531,30582.47,59342.35
20240603,31137.25,60418.86
20240604,30870.50,59901.26
20240605,30150.60,58504.35
20240606,30454.20,59093.46
20240607,30492.32,59167.44
20240610,30648.97,59471.40
20240611,30407.14,59002.14
20240612,30129.53,58463.48
20240613,29643.06,57519.52
20240614,29979.97,58173.26
20240617,29402.84,57053.41
20240618,29595.98,57428.18
20240619,29570.04,57377.84
20240620,29483.06,57209.06
20240621,29632.53,57499.09
20240624,29741.06,57709.67
20240625,30308.69,58811.12
20240626,30278.70,58752.93
20240627,30131.92,58656.17
20240628,30489.52,59352.28
20240701,31085.73,60512.89
20240702,31701.99,61712.54
20240703,31835.98,61973.36
20240704,32152.51,62589.55
20240705,31724.95,61757.22
20240708,31318.76,60966.51
20240709,31278.70,60888.54
20240710,31457.35,61236.30
20240711,31587.84,61490.33
20240712,31138.68,60615.97
20240716,31312.91,60955.14
20240717,31528.08,61373.99
20240718,31342.81,61013.34
20240719,31009.10,60363.72
20240722,30633.49,59632.55
20240723,31047.32,60438.12
20240724,30305.90,58994.85
20240725,29670.82,57758.56
20240726,29653.31,57724.48
20240729,30182.59,58754.79
20240730,30088.78,58592.57
20240731,30651.98,59689.30
20240801,29730.02,57893.94
20240802,28192.15,54899.21
20240805,24718.33,48134.55
20240806,26861.29,52307.59
20240807,27427.73,53410.63
20240808,27248.80,53062.19
20240809,27397.78,53352.32
20240813,28036.48,54596.06
20240814,28359.90,55225.87
20240815,28779.77,56043.48
20240816,29390.80,57233.36
20240819,29087.71,56643.15
20240820,29340.44,57135.30
20240821,29270.47,56999.04
20240822,29302.36,57061.14
20240823,29478.52,57404.18
20240826,29150.55,56765.52
20240827,29412.30,57275.24
20240828,29456.29,57360.89
20240829,29524.93,57494.57
20240830,29659.67,57761.56
20240902,29753.61,57944.52
20240903,29906.83,58242.89
20240904,29012.80,56501.79
20240905,28979.54,56437.02
20240906,28750.11,55990.21
20240909,28488.22,55480.19
20240910,28314.07,55141.04
20240911,27689.64,53924.98
20240912,28210.66,54939.65
20240913,27966.48,54464.11
20240917,27978.35,54487.22
20240918,28196.20,54911.49
20240919,28752.79,55995.42
20240920,28899.48,56281.11
20240924,29112.96,56696.84
20240925,29065.07,56603.59
20240926,29551.56,57551.01
20240927,29490.53,58413.65
20240930,28703.06,56853.87
20241001,29082.68,57605.80
20241002,28924.21,57291.91
20241003,29281.56,57999.73
20241004,29045.80,57532.76
20241007,29340.01,58115.51
20241008,28938.09,57319.41
20241009,28887.31,57218.82
20241010,29003.36,57448.68
20241011,28877.23,57198.85
20241015,28916.51,57276.67
20241016,28828.10,57101.54
20241017,28979.74,57401.90
20241018,28980.17,57402.75
20241021,28989.22,57420.68
20241022,28822.03,57089.52
20241023,28690.28,56828.56
20241024,28614.78,56679.00
20241025,28302.07,56059.61
20241028,28717.89,56883.24
20241029,28974.88,57392.28
20241030,29012.76,57467.31
20241031,29058.66,57568.52
20241101,28690.03,56838.24
20241105,28916.52,57286.94
20241106,29193.32,57835.31
20241107,29708.07,58855.09
20241108,29421.06,58286.48
20241111,29235.29,57918.46
20241112,29423.95,58292.22
20241113,29160.01,57769.31
20241114,29069.51,57590.03
20241115,29365.29,58176.00
20241118,29417.61,58279.64
20241119,29658.56,58757.01
20241120,29358.33,58162.21
20241121,29232.49,57912.91
20241122,29358.41,58162.37
20241125,29448.16,58340.18
20241126,29050.45,57552.25
20241127,28548.07,56556.99
20241128,28741.34,56939.87
20241129,28699.56,56861.12
20241202,29070.18,57595.41
20241203,29452.97,58353.82
20241204,29063.87,57582.91
20241205,29058.09,57571.46
20241206,29008.98,57474.15
20241209,29098.87,57652.24
20241210,29202.28,57857.13
20241211,29264.68,57980.77
20241212,29376.93,58203.16
20241213,29308.37,58067.32
20241216,29148.27,57750.13
20241217,28862.27,57183.49
20241218,28936.01,57329.57
20241219,29038.83,57533.30
20241220,28992.66,57441.82
20241223,29178.24,57809.51
20241224,29506.49,58459.85
20241225,29644.40,58733.09
20241226,30004.93,59447.38
20241227,30156.85,59886.81
20241230,30116.17,59806.03
20250106,30180.86,59934.51
20250107,30198.72,59969.97
20250108,30185.60,59943.92
20250109,29542.58,58666.97
20250110,29198.11,57982.92
20250114,29029.21,57647.51
20250115,29175.00,57937.02
20250116,28971.54,57532.98
20250117,28892.62,57376.26
20250120,29121.87,57831.52
20250121,29084.97,57758.24
20250122,29050.84,57690.45
20250123,29206.93,58000.42
20250124,29240.08,58066.27
20250127,29552.96,58687.59
20250128,29641.23,58862.88
20250129,29721.44,59022.16
20250130,29871.77,59320.69
20250131,29989.30,59554.09
20250203,29253.31,58092.52
20250204,29437.30,58457.91
20250205,29624.65,58829.96
20250206,29739.55,59058.14
20250207,29739.50,59058.02
20250210,29770.61,59119.80
20250212,29734.24,59047.59
20250213,30161.04,59895.15
20250214,29987.42,59550.35
20250217,29744.54,59068.05
20250218,29814.41,59206.78
20250219,29754.35,59087.53
20250220,29544.24,58670.28
20250221,29622.11,58824.91
20250225,29919.70,59415.89
20250226,29861.13,59299.57
20250227,30152.90,59878.98
20250228,29813.44,59204.86
20250303,30249.74,60071.28
20250304,30082.24,59738.66
20250305,30179.06,59930.93
20250306,30406.28,60382.15
20250307,30222.11,60016.42
20250310,30196.43,59965.43
20250311,29964.81,59505.46
20250312,30032.32,59639.53
20250313,30110.04,59793.87
20250314,30208.76,59989.90
20250317,30600.58,60768.00
20250318,31026.14,61613.10
20250319,31246.36,62050.41
20250321,31223.75,62005.51
20250324,31121.46,61802.40
20250325,31232.42,62022.73
20250326,31387.93,62331.56
20250327,31402.39,62360.28
20250328,30513.58,61804.05
20250331,29536.42,59824.85
20250401,29594.33,59942.14
20250402,29357.93,59463.32
20250403,28378.24,57479.01
20250404,27437.97,55574.52
20250407,25385.73,51417.80
20250408,26862.35,54408.63
20250409,25933.99,52528.27
20250410,27791.72,56291.03
20250411,27210.07,55112.92
20250414,27357.50,55411.53
20250415,27591.78,55886.07
20250416,27400.21,55498.05
20250417,27711.55,56128.65
20250418,28076.00,56866.83
20250421,27667.38,56039.18
20250422,27873.93,56457.54
20250423,28398.42,57519.88
20250424,28555.30,57837.63
20250425,28815.19,58364.03
20250428,29086.75,58914.06
20250430,28919.35,58584.66
20250501,28983.41,58714.45
20250502,29064.65,58879.02
20250507,29093.47,58937.41
20250508,29145.09,59041.97
20250509,29432.48,59624.16
20250512,29682.33,60130.31
20250513,30097.08,60970.51
20250514,29864.74,60499.83
20250515,29724.84,60216.44
20250516,29866.60,60503.60
20250519,29692.30,60150.52
20250520,29646.40,60057.53
20250521,29798.02,60364.68
20250522,29636.83,60038.14
20250523,29750.39,60268.20
20250526,29809.89,60388.72
20250527,29974.87,60722.94
20250528,30033.57,60841.86
20250529,30393.75,61571.51
20250530,30464.95,61742.33
20250602,30173.40,61151.46
20250603,30153.99,61112.12
20250604,30173.30,61151.24
20250605,29605.79,60001.08
20250606,29762.32,60318.33
20250609,29809.28,60413.49
20250610,29940.35,60679.12
20250611,29951.09,60700.90
20250612,29905.90,60609.32
20250613,29700.63,60193.31
20250616,29941.51,60681.49
20250617,29914.55,60626.84
20250618,30135.09,61073.80
20250619,29925.73,60649.50
20250620,29749.79,60292.92
20250623,29665.43,60121.95
20250624,29634.54,60059.35
20250625,29633.88,60058.03
20250626,29817.44,60430.03
20250627,30054.49,61164.70
20250630,30185.83,61432.00
20250701,29996.03,61045.73
20250702,30187.09,61434.57
20250703,30415.08,61898.56
20250704,30269.32,61601.91
20250707,29919.81,60890.61
20250708,30028.24,61111.28
20250709,30391.49,61850.54
20250710,30233.24,61528.48
20250711,30552.88,62179.00
20250714,30643.39,62363.19
20250715,30546.15,62165.29
20250716,30324.81,61714.84
20250717,30450.70,61971.04
20250718,30388.21,61843.88
20250722,30403.62,61875.23
20250723,31528.57,64164.64
20250724,31929.66,64980.92
20250725,31727.60,64569.71
20250728,31593.52,64296.83
20250729,31268.66,63635.69
20250730,31367.78,63864.56
20250731,31512.52,64159.27
20250801,31769.28,64682.01
20250804,31388.89,63907.55
20250805,31543.78,64222.90
20250806,31983.34,65117.85
20250807,32168.22,65494.26
20250808,32601.92,66377.26
20250812,32844.23,66870.61
20250813,32987.38,67162.07
20250814,32796.19,66772.80
20250815,33176.98,67548.10
20250818,33165.36,67524.42
20250819,33291.35,67780.94
20250820,33420.09,68043.06
20250821,33352.94,67906.34
20250822,33629.57,68469.56
20250825,33695.23,68603.24
20250826,33392.68,67987.24
20250827,33264.39,67726.05
20250828,33511.92,68230.02
20250829,33322.41,67830.50
20250901,33460.58,68111.76
20250902,33899.88,69005.98
20250903,33561.94,68318.08
20250904,33868.65,68942.41
20250905,34177.29,69570.68
20250908,34502.25,70232.15
20250909,34321.96,69865.17
20250910,34369.11,69961.14
20250911,34271.29,69762.03
20250912,34367.20,69957.25
20250916,34444.68,70114.98
20250917,34106.78,69427.16
20250918,34029.63,69270.10
20250919,33882.78,68971.18
20250922,33983.36,69175.91
20250924,33899.50,69005.21
20250925,34135.49,69485.60
20250926,34305.75,69832.16
20250929,33379.48,69073.23
20250930,33281.21,68869.87
20251001,32719.47,67707.45
20251002,32606.82,67474.34
20251003,32689.57,67645.58
20251006,33316.35,68942.58
20251007,33409.80,69135.98
20251008,33442.65,69203.93
20251009,33486.44,69294.56
20251010,32786.85,67846.88
20251014,32401.26,67048.97
20251015,32722.78,67714.29
20251016,32816.90,67909.06
20251017,32497.40,67247.90
20251020,33105.24,68505.73
20251021,33144.70,68587.39
20251022,33439.41,69197.23
20251023,33504.69,69332.32
20251024,33567.35,69462.00
20251027,34083.29,70529.64
20251028,33621.46,69573.95
20251029,33167.41,68634.38
20251030,33457.19,69234.04
20251031,33350.13,69016.46
20251104,33377.82,69073.77
20251105,33098.15,68494.99
20251106,33408.05,69136.33
20251107,33554.95,69440.34
20251110,33790.44,69927.65
20251111,33801.17,69949.87
20251112,34320.80,71025.21
20251113,34644.94,71696.02
20251114,34946.14,72319.32
20251117,34665.33,71738.21
20251118,33968.21,70295.55
20251119,34097.44,70562.99
20251120,34562.54,71525.48
20251121,34868.14,72157.91
20251125,34856.97,72134.80
20251126,35464.68,73392.43
20251127,35540.37,73549.05
20251128,35687.99,73871.07
20251201,35374.37,73221.89
20251202,35411.15,73298.02
20251203,35208.82,72879.21
20251204,35773.73,74048.54
20251205,35327.65,73125.19
20251208,35629.71,73750.42
20251209,35669.21,73832.19
20251210,36018.13,74554.42
20251211,35961.24,74436.66
20251212,36626.37,75813.43
20251215,36814.53,76202.90
20251216,36279.10,75094.60
20251217,36191.03,74912.30
20251218,36229.03,74990.96
20251219,36424.80,75396.19
20251222,36644.65,75851.27
20251223,36824.06,76222.63
20251224,36688.10,75941.20
20251225,36784.37,76140.47
20251226,36753.47,76076.51
20251229,36914.70,76600.91
20251230,36752.98,76265.33
20260105,37213.16,77220.22
20260106,37841.95,78525.01
20260107,37690.50,78210.75
20260108,37629.41,78083.98
20260109,38080.37,79019.76
20260113,38817.74,80549.86
20260114,39343.40,81640.65
20260115,39626.64,82228.39
20260116,39522.11,82011.49
20260119,39325.00,81602.46
20260120,39098.21,81131.87
20260121,38596.24,80090.23
20260122,38921.36,80764.88
20260123,38952.40,80829.29
20260126,38187.33,79241.70
20260127,38295.11,79465.36
20260128,37972.05,78795.00
20260129,38495.92,79900.79
20260130,38826.65,80588.19
20260202,38664.44,80251.52
20260203,39834.12,82679.29
20260204,40710.53,84498.35
20260205,40924.20,84941.85
20260206,41322.08,85767.68
20260209,41761.08,86678.87
20260210,42459.27,88128.02
20260212,42833.49,88904.75
20260213,42304.94,87807.69
20260216,41854.48,86872.73
20260217,41895.65,86958.17
20260218,42459.04,88127.55
20260219,42870.53,88981.62
20260220,42389.34,87982.88
20260224,42340.81,87882.14
20260225,42373.98,87950.99
20260226,42763.99,88760.50
20260227,43537.43,90351.27
20260302,43174.20,89597.47
20260303,41774.16,86692.03
20260304,40105.65,83229.44
20260305,40964.18,85011.12
20260306,41036.00,85160.17
20260309,39753.67,82499.01
20260310,40551.51,84154.73
20260311,40964.40,85011.59
20260312,40201.32,83428.00
20260313,39930.42,82865.81
20260316,39597.70,82175.34
20260317,40002.54,83015.47
20260318,41044.73,85178.28
20260319,39925.19,82854.94
20260323,38573.06,80048.93
20260324,39459.59,81888.71
20260325,40241.58,83511.54
20260326,40431.41,83905.49
20260327,40935.24,84951.06
20260330,39660.60,83603.27
20260331,39411.71,83078.61
20260401,40900.48,86216.90
20260402,40326.03,85005.97
20260403,40626.29,85638.91
20260406,40495.11,85362.40
20260407,40613.40,85611.75
20260408,41259.07,86972.79
20260409,40921.65,86261.53
20260410,40725.09,85847.18
20260413,40548.08,85474.05
20260414,40582.21,85545.99
20260415,40634.79,85656.84
20260416,40676.98,85745.76
20260417,40203.21,84747.07
20260420,40025.85,84373.20
20260421,39769.26,83832.31
20260422,39272.47,82785.10
20260423,39130.61,82486.06
20260424,39064.54,82346.80
20260427,38629.51,81429.77
20260428,39304.93,82853.53
20260430,39009.27,82243.12
20260501,38964.35,82148.42
20260507,39679.36,83655.87
20260508,39241.80,82733.37
20260511,39485.90,83248.01
20260512,39756.14,83817.75
20260513,40265.01,84890.59
20260514,40389.09,85152.21
20260515,40633.61,85667.72
20260518,39934.14,84193.03
20260519,40449.23,85278.99
20260520,40000.35,84332.61
20260521,40201.00,84755.66
20260522,39986.55,84303.53
20260525,40205.50,84765.13
20260526,40302.63,84969.91
20260527,40178.53,84708.27
20260528,40127.87,84601.47
20260529,40607.87,85645.94
20260601,40029.39,84425.88
20260602,40038.40,84444.88
20260603,40691.54,85822.41
20260604,40615.64,85662.33
20260605,40805.71,86063.20
20260608,40549.33,85522.49
20260609,40992.77,86457.74
20260610,40904.56,86271.68
20260611,40639.39,85712.43
20260612,41027.70,86531.41
20260615,41927.08,88428.29
20260616,41551.11,87635.34
20260617,41420.22,87359.27
20260618,41620.78,87782.27
20260619,41204.47,86904.22
20260622,41490.46,87507.42
20260623,40875.73,86210.89
20260624,40569.80,85565.66
20260625,40680.78,85799.71
20260626,40828.80,86111.91
20260629,40898.58,86434.13
20260630,40935.99,86513.20
20260701,40841.20,86312.86
20260702,41570.09,87853.30
20260703,42176.23,89134.30
20260706,43034.60,90948.35
20260707,42835.47,90527.51
20260708,42582.46,89992.80
20260709,42300.57,89397.08
20260710,42093.17,88958.75
20260713,42038.11,88842.39
20260714,42604.46,90039.30
20260715,43118.25,91125.14
20260716,42966.43,90804.28
20260717,42384.25,89573.92
20260721,43416.33,91755.09
20260722,43628.29,92203.05
20260723,43778.92,92521.39
20260724,43614.94,92174.83
20260727,44645.55,94352.91
20260728,44125.92,93254.72
20260729,44934.31,94963.16
20260730,44212.91,93465.73
20260731,43868.00,92742.67
20260803,43126.18,91174.36
20260804,42928.94,90757.36
20260805,43456.53,91872.76
20260806,44125.66,93287.40
20260807,44626.49,94346.20
20260810,44655.82,94408.22
20260812,44697.48,94496.29
20260813,44718.32,94540.36
20260814,45020.44,95179.07
20260817,44844.79,94807.73
20260818,45110.80,95370.11
20260819,44261.29,93574.14
20260820,44856.62,94832.74
20260821,45427.28,96039.18
20260824,45601.46,96407.43
20260825,45672.72,96558.08
20260826,45679.05,96571.45
20260827,45555.71,96310.70
20260828,45973.17,97193.28
20260831,45913.98,97068.13
20260901,46663.65,98653.04
20260902,45879.94,96996.17
20260903,46342.86,97974.85
20260904,45938.13,97119.19
20260907,45836.38,96904.08
20260908,44966.01,95064.00
20260909,44643.72,94382.64
20260910,44856.29,94832.03
20260911,45047.13,95235.49
