"Russell/Nomura “ú–{Š”ƒCƒ“ƒfƒbƒNƒX ŒŸw”’l (”z“–ŠÜ‚Ş), ‰~ƒx[ƒX"
¦ Prime:1996”N12Œ––=1000ASmall CoreAMicro:1999”N12Œ––=100A‚»‚êˆÈŠOF1979”N12Œ––=100
DATE,Total Market,Total Market Value,Total Market Growth,Large,Large Value,Large Growth,Top,Top Value,Top Growth,Mid,Mid Value,Mid Growth,Mid-Small,Mid-Small Value,Mid-Small Growth,Small,Small Value,Small Growth,Small Core,Small Core Value,Small Core Growth,Micro,Micro Value,Micro Growth,Prime,Prime Value,Prime Growth
201908,580.92,1194.71,253.21,550.54,1096.34,260.62,445.77,974.41,221.83,768.20,1169.55,375.92,774.74,1285.74,341.04,783.73,1413.94,296.24,252.98,340.25,109.15,303.39,392.29,115.79,1626.87,1954.48,1268.47
201909,615.51,1277.11,266.02,583.65,1172.68,274.09,470.73,1039.50,232.10,819.50,1256.31,398.55,823.93,1377.34,359.99,827.63,1507.04,308.74,266.65,362.04,113.59,321.76,419.62,121.12,1724.15,2089.81,1332.98
201910,646.48,1338.98,279.88,611.98,1224.10,288.55,493.39,1080.40,245.12,859.79,1320.35,417.50,867.37,1456.91,377.10,878.02,1612.95,323.41,282.98,387.09,119.33,341.10,450.06,125.95,1810.29,2188.80,1402.87
201911,659.01,1358.19,286.69,623.16,1240.59,295.09,501.68,1094.81,250.04,877.51,1338.42,428.70,886.61,1479.29,388.17,900.64,1642.64,335.33,289.08,393.66,122.67,352.67,459.42,133.17,1844.46,2219.52,1435.95
201912,668.84,1377.68,291.13,632.42,1257.76,299.75,510.46,1111.69,254.91,886.99,1353.63,433.12,897.40,1498.95,392.43,914.38,1669.98,339.71,293.05,398.38,124.66,359.06,470.77,133.99,1871.34,2249.52,1458.37
202001,654.50,1333.94,287.86,621.45,1222.07,297.57,506.62,1090.19,255.79,858.13,1295.87,422.93,864.82,1432.70,381.46,873.38,1591.70,325.57,280.24,380.46,119.44,342.21,447.18,128.49,1832.30,2179.17,1442.77
202002,587.90,1204.56,257.24,561.59,1110.95,267.47,463.17,1011.34,230.73,761.08,1138.87,378.06,761.53,1257.23,337.11,756.44,1393.06,277.37,244.35,335.35,102.51,292.64,386.58,107.69,1648.19,1970.73,1291.16
202003,551.27,1079.34,251.67,525.04,981.87,262.40,429.98,892.43,224.09,719.76,1009.28,376.73,722.26,1145.27,332.69,722.27,1329.55,265.01,232.20,316.37, 98.45,281.99,376.41,101.72,1544.49,1760.59,1264.27
202004,576.61,1115.36,266.04,548.96,1015.63,276.71,450.04,925.80,236.29,751.29,1038.79,397.34,754.91,1178.62,352.74,757.23,1367.99,286.01,243.18,326.38,105.32,296.21,385.55,111.96,1614.86,1819.61,1335.10
202005,616.43,1175.72,287.87,585.25,1068.31,298.14,474.97,965.99,251.72,813.99,1107.78,435.54,818.70,1255.87,388.71,823.04,1455.70,320.72,264.59,347.65,117.93,321.34,409.58,125.95,1725.51,1917.52,1443.39
202006,616.62,1156.68,291.99,586.78,1051.11,303.25,477.35,953.82,256.57,813.06,1083.42,441.63,814.73,1230.81,392.05,811.99,1431.55,317.87,260.73,341.73,116.59,317.72,403.08,125.51,1726.13,1886.09,1464.11
202007,593.41,1095.94,284.57,565.91,996.83,296.12,463.06,918.15,250.39,776.86,1001.24,431.63,777.09,1146.59,381.49,771.32,1350.91,304.76,247.81,321.81,112.15,301.50,381.75,119.49,1662.05,1786.95,1428.07
202008,639.90,1206.60,301.71,609.77,1102.02,313.02,496.46,1008.85,263.29,843.80,1118.88,459.89,843.44,1265.11,408.37,835.76,1460.08,331.38,269.25,350.62,121.42,324.97,406.89,131.15,1792.35,1970.53,1512.69
202009,647.06,1190.91,311.14,613.47,1076.22,321.95,495.25,977.22,268.79,860.40,1108.18,478.25,865.74,1273.86,425.98,871.12,1509.89,349.17,279.44,360.52,127.52,341.50,424.95,139.17,1810.41,1940.45,1559.28
202010,629.76,1155.62,303.54,598.23,1045.53,314.81,485.88,957.06,264.06,831.08,1061.71,464.44,835.25,1224.19,412.29,838.16,1458.13,334.26,268.40,348.36,121.55,329.64,409.96,134.46,1762.90,1884.07,1521.77
202011,701.45,1250.70,348.06,672.20,1140.23,363.61,550.49,1042.26,308.76,922.20,1159.23,526.39,913.28,1314.72,461.83,884.56,1525.77,359.30,284.07,365.69,130.80,346.07,426.77,144.23,1966.50,2041.58,1747.31
202012,722.11,1302.26,354.30,692.23,1187.79,370.66,571.73,1094.73,317.87,938.41,1195.70,527.98,931.75,1359.38,463.26,908.67,1585.40,360.51,292.64,381.53,131.48,353.59,440.22,144.13,2025.08,2126.85,1779.24
202101,725.67,1321.59,352.52,695.80,1208.00,368.62,572.17,1106.51,315.62,949.11,1225.05,526.46,940.33,1384.04,462.18,911.82,1593.61,360.47,293.67,384.29,130.97,354.80,440.86,145.29,2035.29,2159.56,1770.05
202102,748.25,1405.21,351.89,718.39,1291.29,368.22,596.95,1193.63,320.34,965.44,1295.29,511.94,957.88,1454.49,451.19,932.37,1653.49,357.23,300.61,402.05,128.22,362.05,450.54,147.74,2099.37,2299.69,1766.27
202103,789.32,1516.19,361.95,755.48,1391.41,377.82,620.85,1278.92,324.58,1031.43,1405.26,536.62,1025.36,1578.34,473.56,1003.23,1795.17,376.78,325.20,439.23,135.81,385.54,483.47,154.46,2214.51,2482.58,1816.26
202104,768.79,1468.87,354.68,736.28,1348.61,370.30,606.95,1244.44,318.64,1000.86,1355.65,524.51,994.92,1523.65,462.92,973.32,1735.43,368.45,316.03,424.97,133.24,372.81,466.63,150.03,2157.05,2405.24,1779.71
202105,777.52,1505.84,353.21,746.54,1389.73,369.23,619.69,1296.74,319.39,1004.79,1378.15,518.39,996.38,1541.00,457.00,968.43,1736.11,362.21,314.01,424.02,131.21,371.94,469.14,146.94,2182.47,2467.81,1772.68
202106,786.82,1514.38,359.99,753.80,1394.54,375.25,625.46,1307.60,322.65,1015.16,1374.57,532.21,1011.05,1546.24,471.33,994.02,1764.36,380.02,322.01,430.26,137.59,382.46,478.15,154.34,2207.80,2481.15,1805.77
202107,768.36,1485.85,349.66,735.34,1365.67,364.59,609.74,1281.12,313.09,991.26,1345.34,518.18,989.10,1518.96,458.36,977.22,1746.68,367.92,314.92,423.07,133.03,379.81,479.36,149.84,2155.19,2432.33,1754.31
202108,793.12,1511.14,367.04,759.68,1388.95,382.76,629.71,1296.97,329.26,1024.54,1376.12,542.42,1020.43,1550.77,479.97,1003.35,1776.21,385.79,324.90,431.31,140.70,386.36,485.21,154.25,2225.02,2473.75,1841.69
202109,827.57,1588.70,379.73,793.81,1464.74,396.21,660.19,1378.04,341.04,1065.49,1437.73,560.92,1059.48,1615.86,495.82,1037.28,1840.31,396.94,335.86,447.16,144.57,399.48,502.11,159.17,2322.20,2601.75,1905.75
202110,816.96,1563.91,376.05,784.10,1443.04,392.41,653.47,1356.37,339.28,1049.30,1418.07,551.36,1042.99,1590.83,488.05,1020.11,1804.71,392.75,329.34,436.94,142.77,395.11,495.67,158.14,2292.66,2561.41,1887.38
202111,788.93,1482.66,370.59,760.68,1373.10,388.09,641.77,1306.75,338.86,999.81,1328.35,536.20,989.22,1487.31,472.30,955.90,1680.10,373.54,307.01,404.64,134.84,373.98,466.09,152.23,2214.70,2428.47,1860.40
202112,815.34,1545.18,380.09,786.70,1428.06,399.54,665.49,1355.02,351.39,1029.69,1386.93,544.72,1018.59,1556.54,477.07,983.86,1765.48,370.82,314.53,422.47,134.10,388.79,495.84,150.36,2288.42,2529.18,1908.87
202201,772.41,1563.30,337.73,745.58,1457.05,355.04,629.68,1390.15,312.63,978.37,1404.87,482.94,966.25,1556.42,423.12,929.97,1725.30,329.26,299.88,416.95,120.66,360.66,475.46,128.67,2169.32,2563.81,1696.99
202202,769.01,1569.48,333.31,739.43,1458.09,349.15,617.88,1377.02,304.40,986.56,1424.80,483.73,977.15,1580.40,425.52,946.51,1755.71,335.21,304.99,423.61,122.95,367.65,485.38,130.68,2158.60,2572.82,1673.94
202203,803.30,1639.25,348.23,776.82,1538.54,365.27,654.99,1469.93,320.80,1022.02,1480.73,499.25,1004.69,1620.31,439.22,956.85,1755.54,346.13,308.25,424.15,126.28,371.89,484.05,136.98,2256.09,2690.47,1748.56
202204,783.18,1625.92,333.33,755.82,1526.25,348.77,637.03,1467.14,305.17,994.99,1456.85,480.04,982.13,1598.34,424.11,944.07,1740.18,338.50,305.42,421.61,124.44,363.50,477.20,131.10,2199.67,2669.53,1673.75
202205,790.73,1641.59,336.54,764.22,1541.72,352.99,643.67,1468.91,310.81,1007.15,1489.23,480.17,990.75,1625.61,423.02,945.07,1753.12,334.75,305.18,424.83,122.55,365.38,480.55,131.18,2220.80,2694.98,1689.94
202206,772.61,1636.45,321.60,742.64,1529.31,335.99,617.74,1447.29,291.44,997.83,1490.43,469.84,986.87,1636.88,414.94,952.81,1785.60,330.77,308.49,435.40,120.89,366.21,483.44,130.25,2169.28,2686.77,1614.34
202207,801.80,1661.38,341.96,771.04,1548.33,357.75,643.21,1468.34,310.50,1031.41,1504.87,499.70,1020.55,1662.78,440.01,986.36,1834.23,347.69,318.80,445.79,127.02,380.56,499.87,137.07,2251.00,2726.15,1716.60
202208,811.81,1695.96,343.15,779.48,1581.24,358.06,646.19,1490.41,309.16,1052.70,1549.15,504.81,1041.79,1705.57,446.19,1007.26,1869.00,356.56,324.43,452.27,129.96,391.60,513.74,141.47,2278.36,2782.09,1722.18
202209,766.60,1610.24,322.10,732.41,1491.25,335.20,605.64,1408.53,287.63,992.93,1457.05,477.78,991.47,1625.66,423.73,977.66,1825.05,342.04,316.13,443.35,125.31,376.82,497.83,133.76,2150.63,2640.38,1616.06
202210,806.06,1688.79,339.64,773.40,1573.40,354.24,645.84,1502.73,306.59,1032.93,1514.92,497.35,1027.32,1680.43,440.51,1004.29,1867.00,354.20,323.19,451.39,129.03,391.22,514.06,140.76,2261.77,2770.10,1704.06
202211,830.06,1746.86,348.74,797.49,1630.67,364.13,664.51,1557.12,314.11,1068.75,1570.48,514.24,1058.88,1735.63,453.61,1026.43,1915.00,360.30,329.81,462.66,131.00,401.18,528.02,143.92,2329.23,2865.83,1749.76
202212,791.50,1698.54,326.46,758.07,1582.72,339.87,631.12,1518.83,292.24,1017.26,1514.35,482.80,1014.03,1683.00,428.08,996.31,1876.83,344.74,319.73,452.79,125.39,390.48,518.90,137.55,2220.13,2785.70,1637.61
202301,827.28,1765.93,342.95,794.39,1648.25,358.13,665.18,1580.75,311.07,1056.42,1578.35,499.43,1050.37,1748.18,441.94,1026.20,1936.99,354.02,327.77,464.57,128.40,406.33,541.53,142.35,2320.89,2896.17,1720.83
202302,834.97,1811.93,340.66,801.06,1689.46,355.90,666.97,1608.37,308.35,1074.82,1633.59,498.67,1067.68,1806.78,440.21,1040.98,1996.49,350.36,332.80,480.38,127.11,411.38,554.79,140.78,2341.76,2970.63,1709.29
202303,848.99,1804.53,353.39,815.36,1677.36,370.34,680.16,1596.24,321.14,1090.76,1622.69,518.05,1082.19,1804.76,454.24,1052.28,2015.46,354.91,336.92,485.18,129.12,414.47,559.56,141.52,2381.64,2957.30,1774.08
202304,871.67,1867.92,360.04,837.22,1736.75,377.53,697.66,1652.89,327.05,1121.85,1679.96,529.09,1112.24,1867.61,463.03,1079.77,2083.89,359.85,347.06,503.16,131.74,421.72,575.23,141.01,2445.53,3061.64,1807.84
202305,905.52,1923.44,377.15,875.20,1800.09,397.59,736.00,1741.16,345.41,1155.96,1704.05,554.29,1136.08,1885.31,479.65,1081.24,2084.53,360.94,349.18,506.48,132.46,417.86,568.46,140.49,2542.93,3156.57,1894.77
202306,973.00,2119.51,395.57,942.37,1995.29,417.28,798.82,1966.62,363.27,1228.81,1840.20,579.51,1207.04,2031.21,501.18,1147.36,2235.81,376.49,369.91,543.85,137.62,445.09,608.38,148.18,2732.48,3480.61,1986.91
202307,987.44,2193.32,393.66,954.55,2064.41,414.45,804.54,2026.68,358.93,1256.23,1914.66,581.15,1235.50,2110.08,503.71,1177.77,2315.57,380.84,380.50,564.12,139.82,454.79,628.19,148.07,2772.62,3601.84,1977.31
202308,990.35,2225.54,390.09,955.11,2089.25,410.21,798.13,2028.90,353.29,1274.22,1967.12,581.01,1254.26,2167.69,503.70,1197.99,2378.33,381.07,386.47,578.76,139.86,464.10,646.62,148.27,2780.12,3653.43,1959.50
202309,993.88,2300.87,379.08,959.10,2166.43,398.92,802.64,2109.54,344.81,1276.61,2032.24,561.32,1255.85,2229.49,486.63,1197.84,2424.92,368.16,385.62,590.21,134.86,466.20,659.06,144.07,2789.56,3777.91,1904.11
202310,963.96,2223.55,369.15,929.67,2086.09,389.31,779.58,2029.80,337.81,1233.50,1958.87,543.97,1216.15,2163.11,470.03,1165.92,2383.00,352.17,374.88,579.70,128.93,455.03,648.34,138.03,2705.16,3648.79,1854.70
202311,1016.93,2306.54,396.40,982.38,2166.43,418.27,825.78,2100.74,364.33,1297.33,2035.82,580.34,1276.17,2241.36,501.71,1218.53,2458.22,376.65,391.29,595.90,137.88,476.73,673.25,147.45,2854.15,3784.13,1991.91
202312,1016.25,2275.12,400.70,980.07,2128.28,422.48,825.07,2041.24,370.15,1291.67,2020.56,579.95,1275.54,2232.63,503.62,1230.25,2469.34,383.22,394.64,597.67,140.13,482.27,678.07,150.40,2851.29,3730.10,2013.05
202401,1094.52,2480.34,426.98,1061.27,2339.05,452.07,902.74,2277.21,400.33,1378.99,2189.68,608.22,1352.54,2397.39,525.52,1281.57,2595.05,393.87,409.88,627.08,143.52,505.18,714.51,155.81,3071.88,4069.13,2145.55
202402,1148.16,2622.49,444.76,1116.02,2483.82,471.61,967.50,2511.03,421.56,1411.66,2240.10,623.12,1387.92,2461.74,538.80,1323.43,2688.35,404.74,423.71,653.57,146.66,520.68,732.73,162.10,3223.20,4305.20,2234.84
202403,1198.26,2795.42,455.24,1165.37,2652.51,483.22,1006.35,2672.92,432.00,1482.40,2400.17,638.27,1453.56,2626.68,550.54,1376.26,2840.18,410.47,441.40,693.26,148.85,539.67,768.86,164.15,3363.93,4590.12,2287.80
202404,1186.60,2804.49,445.29,1154.36,2659.97,473.57,997.36,2681.57,424.70,1467.28,2405.90,621.62,1438.16,2635.23,534.44,1360.25,2855.36,394.45,438.61,700.31,144.29,528.02,766.70,154.66,3332.17,4606.75,2238.71
202405,1201.77,2855.39,448.69,1171.30,2712.45,478.41,1017.88,2749.14,432.12,1476.30,2439.92,618.92,1444.80,2669.68,530.56,1360.99,2885.33,388.01,438.39,707.23,141.91,529.38,775.54,152.21,3374.47,4688.83,2256.28
202406,1221.87,2872.85,460.81,1190.74,2728.94,490.82,1041.39,2778.45,445.72,1486.75,2443.23,628.02,1459.12,2677.13,541.21,1384.82,2903.43,402.39,442.13,701.40,146.88,547.66,799.68,158.56,3429.37,4713.27,2316.82
202407,1216.29,2862.76,458.25,1182.90,2711.38,487.52,1024.13,2728.29,438.77,1499.08,2457.07,635.40,1471.44,2696.36,546.75,1397.09,2934.86,404.61,450.56,716.16,149.24,542.15,794.89,155.61,3414.68,4698.49,2304.40
202408,1181.59,2719.03,454.64,1148.51,2568.02,483.49,986.05,2538.73,431.78,1473.18,2368.65,640.00,1442.90,2598.26,549.19,1362.11,2825.28,402.95,438.81,687.84,148.40,529.68,768.18,155.56,3317.50,4461.48,2286.33
202409,1164.27,2678.45,448.10,1128.10,2519.60,475.34,955.18,2470.35,417.10,1475.39,2342.78,650.93,1446.67,2581.10,557.46,1369.74,2835.88,406.44,442.99,692.65,150.37,528.66,766.86,155.20,3268.36,4394.22,2253.07
202410,1186.70,2745.50,454.39,1151.98,2590.98,482.59,989.46,2583.37,429.51,1476.74,2369.86,643.12,1450.44,2609.50,552.76,1379.54,2863.40,407.66,447.88,701.73,151.58,528.45,769.85,153.75,3332.37,4506.33,2285.28
202411,1180.76,2762.02,447.81,1144.14,2604.40,474.74,987.01,2617.45,424.54,1458.32,2365.64,626.83,1439.77,2613.16,542.58,1385.89,2886.69,407.49,450.24,706.75,152.21,530.03,777.54,151.94,3315.59,4534.39,2252.03
202412,1226.67,2888.06,462.08,1189.88,2725.82,490.75,1031.61,2773.11,439.41,1504.27,2441.55,646.05,1485.80,2705.51,557.04,1431.51,3006.75,414.54,465.11,735.51,155.27,547.35,811.30,153.48,3444.63,4741.09,2324.29
202501,1229.23,2897.28,462.52,1193.21,2735.66,491.75,1032.27,2777.61,439.38,1513.84,2456.00,650.58,1491.32,2717.38,558.51,1428.99,3011.18,411.32,464.50,737.73,153.90,545.85,809.95,152.70,3452.19,4756.44,2326.87
202502,1182.48,2818.42,439.65,1145.96,2657.35,467.14,971.23,2631.50,411.31,1502.46,2453.93,639.26,1469.54,2695.91,544.38,1386.96,2946.76,393.02,449.22,718.79,146.89,533.97,799.69,146.33,3320.06,4625.83,2211.60
202503,1183.27,2860.92,433.12,1142.46,2689.79,458.77,965.88,2681.73,401.60,1503.60,2465.38,635.97,1480.16,2728.70,543.94,1416.30,3025.91,397.01,458.62,737.63,148.57,545.52,822.21,147.35,3321.53,4694.84,2178.48
202504,1186.36,2809.13,444.16,1144.80,2631.19,470.60,971.27,2619.71,412.63,1498.45,2415.33,650.01,1479.41,2689.30,556.12,1424.33,3016.29,406.22,461.04,734.05,152.14,549.11,822.41,150.44,3329.85,4607.70,2234.03
202505,1248.80,2948.04,469.03,1207.90,2772.12,497.24,1031.57,2795.89,436.70,1564.79,2508.09,684.32,1542.50,2787.61,585.20,1480.21,3116.03,426.97,478.85,755.74,160.52,571.37,855.50,156.63,3505.98,4837.36,2359.34
202506,1277.28,2967.23,487.76,1234.27,2780.57,516.94,1053.75,2797.46,452.78,1599.75,2522.84,715.73,1579.83,2818.12,611.49,1521.85,3180.14,445.10,492.37,768.55,168.25,587.30,879.34,161.01,3586.00,4867.18,2454.02
202507,1317.49,3120.90,493.01,1269.00,2916.57,521.63,1083.15,2948.32,457.09,1645.37,2631.88,721.50,1635.67,2959.61,619.27,1597.52,3381.73,455.98,515.83,816.76,171.94,619.17,936.26,166.00,3697.88,5118.16,2480.22
202508,1376.32,3358.49,498.56,1324.93,3149.42,526.83,1126.07,3218.32,457.71,1729.56,2806.63,742.61,1717.56,3150.91,636.03,1673.86,3589.30,465.82,540.64,868.84,175.39,648.35,989.26,170.23,3862.72,5509.75,2507.72
202509,1420.01,3482.82,511.41,1369.80,3271.29,542.08,1171.22,3380.17,472.32,1771.05,2877.04,759.20,1756.73,3235.62,646.28,1707.94,3697.85,466.08,550.26,894.74,174.58,665.14,1020.05,172.56,3985.87,5714.81,2572.72
202510,1512.46,3632.11,557.65,1472.32,3431.84,596.97,1283.40,3600.92,529.24,1844.05,2962.27,803.69,1812.61,3317.69,673.74,1728.61,3762.32,466.58,559.79,914.08,176.14,665.77,1029.26,169.41,4248.99,5963.83,2807.48
202511,1529.76,3764.82,549.48,1479.59,3536.17,585.84,1264.32,3603.43,516.44,1911.83,3154.56,799.14,1886.07,3529.95,674.88,1813.68,3996.85,476.87,585.24,969.07,179.15,704.23,1098.11,175.41,4295.69,6179.86,2765.51
202512,1545.15,3878.20,543.71,1494.48,3649.99,579.94,1276.27,3763.76,511.35,1932.60,3227.89,790.70,1906.10,3610.57,667.06,1831.86,4084.36,470.00,589.79,990.17,175.82,714.86,1122.43,174.92,4338.49,6366.41,2736.33
202601,1623.26,4120.59,564.25,1572.18,3887.60,602.86,1343.64,4093.14,528.01,2031.05,3384.29,834.53,1998.53,3789.41,698.09,1909.66,4296.86,480.32,615.40,1045.53,179.11,743.70,1171.82,180.32,4557.92,6766.07,2839.42
202602,1792.86,4633.87,610.80,1733.95,4369.55,652.53,1447.04,4507.67,560.78,2308.56,3863.04,941.38,2258.27,4308.88,779.42,2126.38,4842.60,520.48,685.32,1179.94,193.97,827.88,1316.84,195.71,5034.03,7610.57,3073.39
202603,1607.38,4175.77,544.43,1553.28,3939.04,580.79,1298.92,4095.27,499.49,2062.80,3462.19,836.62,2022.48,3866.33,695.48,1915.36,4357.26,470.01,617.75,1060.83,175.82,744.47,1186.82,174.90,4513.62,6858.86,2739.75
202604,1730.50,4315.84,612.81,1680.00,4063.81,657.56,1418.81,4215.11,565.88,2203.61,3578.42,945.86,2149.18,4004.96,774.82,2008.41,4536.40,500.85,648.75,1106.01,187.47,777.87,1231.86,186.07,4860.70,7087.74,3084.87
202605,1856.56,4534.63,671.60,1808.51,4260.85,724.82,1525.60,4360.89,621.95,2375.63,3789.77,1049.06,2300.95,4242.15,845.21,2112.10,4806.80,517.84,687.12,1183.53,194.33,804.48,1277.57,191.00,5216.56,7448.02,3381.95
202606,1892.12,4550.14,695.03,1845.68,4265.12,752.14,1531.54,4312.15,629.54,2474.82,3827.80,1144.79,2377.38,4288.68,905.73,2135.04,4869.81,520.81,697.35,1202.08,196.90,805.46,1287.01,188.05,5318.25,7472.75,3501.99
202607,1867.47,4711.00,653.36,1820.59,4461.38,703.98,1546.82,4648.98,612.69,2369.67,3914.59,988.48,2297.45,4347.44,805.57,2114.42,4836.44,512.43,683.94,1180.74,192.50,816.35,1309.63,188.48,5247.43,7738.94,3290.99
202608,1940.77,4881.00,681.21,1890.82,4609.08,734.77,1602.18,4783.92,637.10,2469.61,4056.43,1040.21,2395.06,4520.86,843.67,2205.96,5071.13,528.41,708.23,1230.44,196.63,866.62,1391.41,199.61,5450.94,8013.05,3430.33
